Nombre,Iteraciones,Exitos,Fallos,DuracionSeg,ThroughputOpsSeg,LatenciaMediaMs,P95Ms,P99Ms,Bytes,MemoriaMb,GradoParalelismo
CPU_Demo,200,200,0,0.2569996,778.2113279553743,2.9493485,5.0427,6.094600000000001,0,45.8125,4
