Nombre,Iteraciones,Exitos,Fallos,DuracionSeg,ThroughputOpsSeg,LatenciaMediaMs,P95Ms,P99Ms,Bytes,MemoriaMb,GradoParalelismo
IO_Demo,200,200,0,1.5959276,125.3189681035656,31.6660975,48.4495,759.461,0,46.73046875,4
